Transaction ID,Date,Time,Type,Name,Emoji,Category,Amount,Currency,Local amount,Local currency,Notes and #tags,Address,Receipt,Description,Category split,Money Out,Money In
tx_0000B1wRF1KMv0gpGFumHs,04/01/2026,12:43:39,Card payment,West Nine Food & Wine,🍎,Groceries,-2.49,GBP,-2.49,GBP,,124 West End Lane,,WEST NINE FOOD AND WIN LONDON        GBR,,-2.49,
tx_0000B1wwHgCr04Nz7M79mr,04/01/2026,18:31:29,Faster payment,Sarah Gregory,,General,-22.50,GBP,-22.50,GBP,Sent from Monzo,,,Sent from Monzo,,-22.50,
tx_0000B1xXF8yxFhv70NEhbX,05/01/2026,01:25:37,Pot transfer,Money Pot,,Transfers,20.00,GBP,20.00,GBP,,,,,,,20.00
tx_0000B1yBVsbtNAgICI33jC,05/01/2026,08:56:50,Card payment,Transport for London,🚆,Transport,-7.00,GBP,-7.00,GBP,"Travel charge for Monday, 5 Jan","Windsor House, 42-50 Victoria Street",,TfL Travel Charge      TFL.gov.uk/CP GBR,,-7.00,
tx_0000B1yYfT8fE9mhCvfMwL,05/01/2026,13:16:17,Card payment,Kineya,🍜,Eating out,-9.50,GBP,-9.50,GBP,,,,Kineya Mugimaru        London        GBR,,-9.50,
tx_0000B1yxpZ0EmGVWl2gSXZ,05/01/2026,17:58:14,Card payment,Tesco,🍏 ,Groceries,-5.40,GBP,-5.40,GBP,,23-27 Heath Street,,TESCO STORES 5711      LONDON        GBR,,-5.40,
tx_0000B1zd0MMiCSsr5afN4N,06/01/2026,01:39:35,Pot transfer,Money Pot,,Transfers,20.00,GBP,20.00,GBP,,,,,,,20.00
tx_0000B20dpKo3ww8EId7iK2,06/01/2026,13:23:31,Card payment,Break Point Partnershi,🍎,Groceries,-3.69,GBP,-3.69,GBP,,77 The Strand,,BREAK POINT PARTNERSHI LONDON        GBR,,-3.69,
tx_0000B20yRC9iYkKuoXl4RH,06/01/2026,17:14:28,Card payment,Vinted,👕,Shopping,-34.95,GBP,-34.95,GBP,,5 New Street Square,,Vinted                 Vilnius       GBR,,-34.95,
tx_0000B21AGdL0M77LvEA6Ne,06/01/2026,19:27:01,Pot transfer,Savings Pot,,Savings,141.73,GBP,141.73,GBP,,,,,,,141.73
tx_0000B21AIBciMsGycn3FR4,06/01/2026,19:27:17,Card payment,Deliveroo,🍝🦘,Eating out,-50.54,GBP,-50.54,GBP,,1 Cousin Lane,,DELIVEROO              LONDON        GBR,,-50.54,
tx_0000B21hZhuMstMcfv5XNb,07/01/2026,01:40:13,Pot transfer,Money Pot,,Transfers,20.00,GBP,20.00,GBP,,,,,,,20.00
tx_0000B22SiDjn7gObYRhcCh,07/01/2026,10:28:24,Card payment,Transport for London,🚆,Transport,-7.00,GBP,-7.00,GBP,"Travel charge for Tuesday, 6 Jan",50 Victoria Street,,TFL TRAVEL CH\VICTORIA STREET\TFL.GOV.UK/CP\SW1H 0TL     GBR,,-7.00,
tx_0000B22kSUSQzMOYwZ5y3F,07/01/2026,13:47:15,Card payment,West Nine Food & Wine,🍎,Groceries,-2.49,GBP,-2.49,GBP,,124 West End Lane,,WEST NINE FOOD AND WIN LONDON        GBR,,-2.49,
tx_0000B23khaDM3tHNJCKuCv,08/01/2026,01:24:41,Pot transfer,Money Pot,,Transfers,20.00,GBP,20.00,GBP,,,,,,,20.00
tx_0000B2441ilrr8k6B872u6,08/01/2026,05:01:13,monzo_paid,,,Bills,-17.00,GBP,-17.00,GBP,,,,Max,,-17.00,
tx_0000B24Hf8mwMCGpZFk1ju,08/01/2026,07:34:00,Card payment,Trainline,🚄,Transport,-33.30,GBP,-33.30,GBP,,120 Holborn,,TRAINLINE              LONDON        GBR,,-33.30,
tx_0000B24jQA8br43WiNCpPQ,08/01/2026,12:45:02,Card payment,Thoroughbreads Coffee Bar,☕️,Eating out,-7.00,GBP,-7.00,GBP,,2 Orwell Furlong,,THOROUGHBREADS         CAMBRIDGE     GBR,,-7.00,
tx_0000B24nwxZ81EPSPzJSWv,08/01/2026,13:35:47,Card payment,The Vending People LTD,🍎,Groceries,-0.30,GBP,-0.30,GBP,,Unit C Gildersome Spur,,THE VENDING PEOPLE LTD LEEDS         GBR,,-0.30,
tx_0000B24p8xa9snKWqu1ABt,08/01/2026,13:49:10,Card payment,Apple,🍎 ,Entertainment,-0.99,GBP,-0.99,GBP,,Hollyhill Estate,,APPLE.COM/BILL         CORK          IRL,,-0.99,
tx_0000B25p4cevvUEv5yiMJG,09/01/2026,01:23:05,Pot transfer,Money Pot,,Transfers,20.00,GBP,20.00,GBP,,,,,,,20.00
tx_0000B265Rrl1YXQRvxhaZ5,09/01/2026,04:26:34,Card payment,Transport for London,🚆,Transport,-10.40,GBP,-10.40,GBP,"Travel charge for Thursday, 8 Jan","Windsor House, 42-50 Victoria Street",,TfL Travel Charge      TFL.gov.uk/CP GBR,,-10.40,
tx_0000B26dFEJFnFLp6SIGw5,09/01/2026,10:45:16,Card payment,Prep Kitchen,🍎,Groceries,-45.20,GBP,-45.20,GBP,,Court Lodge Farm Dale Road  Southfleet,,Prep Kitchen           GRAVESEND     GBR,,-45.20,
tx_0000B26u7HNGDK9cxoWm6I,09/01/2026,13:54:18,Card payment,West Nine Food & Wine,🍎,Groceries,-2.49,GBP,-2.49,GBP,,124 West End Lane,,WEST NINE FOOD AND WIN LONDON        GBR,,-2.49,
tx_0000B275TAXpNyBDM6mc6M,09/01/2026,16:01:31,Card payment,Sainsbury’s,🍏,Groceries,-8.19,GBP,-8.19,GBP,,255 Finchley Road,,SAINSBURYS PLC         LONDON        GBR,,-8.19,
tx_0000B27ugRpRWwF7BY5YuL,10/01/2026,01:35:22,Pot transfer,Money Pot,,Transfers,20.00,GBP,20.00,GBP,,,,,,,20.00
tx_0000B29z3AyFA8I1h6DZuE,11/01/2026,01:33:43,Pot transfer,Money Pot,,Transfers,20.00,GBP,20.00,GBP,,,,,,,20.00
tx_0000B2AktsPHbnEgQPtv05,11/01/2026,10:29:53,Card payment,Transport for London,🚆,Transport,-5.80,GBP,-5.80,GBP,"Travel charge for Saturday, 10 Jan",50 Victoria Street,,TFL TRAVEL CH\VICTORIA STREET\TFL.GOV.UK/CP\SW1H 0TL     GBR,,-5.80,
tx_0000B2B3fdcrfJn6Xsm29C,11/01/2026,14:00:12,Card payment,Sainsbury’s,🍏,Groceries,-44.24,GBP,-44.24,GBP,,255 Finchley Road,,SAINSBURYS PLC         LONDON        GBR,,-44.24,
tx_0000B2B4MhIzrPizWPPujs,11/01/2026,14:07:59,Card payment,West Nine Food & Wine,🍎,Groceries,-2.49,GBP,-2.49,GBP,,124 West End Lane,,WEST NINE FOOD AND WIN LONDON        GBR,,-2.49,
tx_0000B2BKbxIaHKjVce7LSU,11/01/2026,17:10:01,Faster payment,S Gregory,,Income,20.00,GBP,20.00,GBP,Dinner xx,,,Dinner xx,,,20.00
tx_0000B2C2D1tkR9bc7vmAi1,12/01/2026,01:18:33,Pot transfer,Money Pot,,Transfers,20.00,GBP,20.00,GBP,,,,,,,20.00
tx_0000B2ChNLBZg3zFSynad9,12/01/2026,08:59:48,Faster payment,James Angel,,Transfers,-63.64,GBP,-63.64,GBP,Sent from Monzo,,,Sent from Monzo,,-63.64,
tx_0000B2D4tlKYIxrlAZsZ3y,12/01/2026,13:23:23,Card payment,Kineya,🍜,Eating out,-12.25,GBP,-12.25,GBP,,,,Kineya Mugimaru        London        GBR,,-12.25,
tx_0000B2DamIF1FyvFzlBJdB,12/01/2026,19:20:36,Card payment,Tesco,🍏 ,Groceries,-11.75,GBP,-11.75,GBP,,125 Strand,,TESCO STORES           LONDON        GBR,,-11.75,
tx_0000B2E8TZGF9OE4VKuRzp,13/01/2026,01:38:11,Pot transfer,Money Pot,,Transfers,20.00,GBP,20.00,GBP,,,,,,,20.00
tx_0000B2EvMZcsI4TIxmHqjq,13/01/2026,10:45:58,Card payment,Transport for London,🚆,Transport,-6.40,GBP,-6.40,GBP,"Travel charge for Monday, 12 Jan",50 Victoria Street,,TFL TRAVEL CH\VICTORIA STREET\TFL.GOV.UK/CP\SW1H 0TL     GBR,,-6.40,
tx_0000B2FBIaQqwwhWmHDTgv,13/01/2026,13:44:32,Card payment,Kineya,🍜,Eating out,-12.25,GBP,-12.25,GBP,,,,Kineya Mugimaru        London        GBR,,-12.25,
tx_0000B2FWQlDiozmkDroJnw,13/01/2026,17:41:18,Pot transfer,Savings Pot,,Savings,100.00,GBP,100.00,GBP,,,,,,,100.00
tx_0000B2FWXFkaDzCFhdcWrD,13/01/2026,17:42:29,Card payment,The Nag’s Head,🍺,Eating out,-4.20,GBP,-4.20,GBP,,10 James Street,,NAGS HEAD              LONDON        GBR,,-4.20,
tx_0000B2FbplFeLJ0lNhaLcA,13/01/2026,18:41:51,Card payment,The Nag’s Head,🍺,Eating out,-4.20,GBP,-4.20,GBP,,10 James Street,,NAGS HEAD              LONDON        GBR,,-4.20,
tx_0000B2Fi2bDVYsF8kkIcgk,13/01/2026,19:51:24,Card payment,Tesco,🍏 ,Groceries,-10.00,GBP,-10.00,GBP,,23-27 Heath Street,,TESCO STORES 5711      LONDON        GBR,,-10.00,
tx_0000B2GCAaVh4PBPrVNUoN,14/01/2026,01:29:00,Pot transfer,Money Pot,,Transfers,20.00,GBP,20.00,GBP,,,,,,,20.00
tx_0000B2GUuhDWGT5Z9u0rAa,14/01/2026,04:59:01,Card payment,Transport for London,🚆,Transport,-6.40,GBP,-6.40,GBP,"Travel charge for Tuesday, 13 Jan","Windsor House, 42-50 Victoria Street",,TfL Travel Charge      TFL.gov.uk/CP GBR,,-6.40,
tx_0000B2HDNUTF881GX76VKE,14/01/2026,13:17:15,Card payment,Sainsbury’s,🍏,Groceries,-17.90,GBP,-17.90,GBP,,255 Finchley Road,,SAINSBURYS PLC         LONDON        GBR,,-17.90,
tx_0000B2HQpoWfSQqddYsY8w,14/01/2026,15:48:01,Faster payment,Darktrace Holdings Ltd,,Income,33.30,GBP,33.30,GBP,00010035202,,,00010035202,,,33.30
tx_0000B2IGf0uyEubbJMYSaf,15/01/2026,01:28:44,Pot transfer,Money Pot,,Transfers,20.00,GBP,20.00,GBP,,,,,,,20.00
tx_0000B2JFqFEPSNPSvYPQBu,15/01/2026,12:54:16,Card payment,Kineya,🍜,Eating out,-12.25,GBP,-12.25,GBP,,,,Kineya Mugimaru        London        GBR,,-12.25,
tx_0000B2KLPO5DETJNEbv1vd,16/01/2026,01:31:22,Pot transfer,Money Pot,,Transfers,20.00,GBP,20.00,GBP,,,,,,,20.00
tx_0000B2LADfQo0908OVjPbW,16/01/2026,11:00:42,Card payment,Transport for London,🚆,Transport,-7.00,GBP,-7.00,GBP,"Travel charge for Thursday, 15 Jan",50 Victoria Street,,TFL TRAVEL CH\VICTORIA STREET\TFL.GOV.UK/CP\SW1H 0TL     GBR,,-7.00,
tx_0000B2LN5WK7HNfJaEx7fm,16/01/2026,13:24:54,Card payment,Sainsbury’s,🍏,Groceries,-6.25,GBP,-6.25,GBP,,255 Finchley Road,,SAINSBURYS PLC         LONDON        GBR,,-6.25,
tx_0000B2M55ybsVTwkPDTJMR,16/01/2026,21:38:00,Card payment,Olivelli Waterloo,🍽,Eating out,-60.56,GBP,-60.56,GBP,,61 The Cut,,Olivelli Waterloo      London        GBR,,-60.56,
tx_0000B2MP0jr5w0NXpvRCNe,17/01/2026,01:21:09,Pot transfer,Money Pot,,Transfers,20.00,GBP,20.00,GBP,,,,,,,20.00
tx_0000B2NET2DsKl2XHowAh0,17/01/2026,10:57:43,Card payment,Transport for London,🚆,Transport,-5.80,GBP,-5.80,GBP,"Travel charge for Friday, 16 Jan",50 Victoria Street,,TFL TRAVEL CH\VICTORIA STREET\TFL.GOV.UK/CP\SW1H 0TL     GBR,,-5.80,
tx_0000B2NL81th33BOQlHuEL,17/01/2026,12:12:22,Card payment,West Nine Food & Wine,🍎,Groceries,-2.49,GBP,-2.49,GBP,,124 West End Lane,,WEST NINE FOOD AND WIN LONDON        GBR,,-2.49,
tx_0000B2NWCF1BJ3fPmJ0881,17/01/2026,14:16:23,Card payment,Sainsbury’s,🍏,Groceries,-16.85,GBP,-16.85,GBP,,255 Finchley Road,,SAINSBURYS PLC         LONDON        GBR,,-16.85,
tx_0000B2OTdjTW4ReRPKgSzy,18/01/2026,01:22:26,Pot transfer,Money Pot,,Transfers,20.00,GBP,20.00,GBP,,,,,,,20.00
tx_0000B2OyfoesrpUl8PGhIg,18/01/2026,07:10:10,Card payment,Transport for London,🚆,Transport,-5.80,GBP,-5.80,GBP,"Travel charge for Saturday, 17 Jan","Windsor House, 42-50 Victoria Street",,TfL Travel Charge      TFL.gov.uk/CP GBR,,-5.80,
tx_0000B2PKL3Wab7yO9StWAj,18/01/2026,11:12:56,Pot transfer,Savings Pot,,Savings,100.00,GBP,100.00,GBP,,,,,,,100.00
tx_0000B2PKSahNei0Ov231Kz,18/01/2026,11:14:18,Card payment,Manual,💊,General,-79.95,GBP,-79.95,GBP,,"2 Underwood Row, London",,Manual                 London        GBR,,-79.95,
tx_0000B2Pf5T6PpXg8T1RSSq,18/01/2026,15:05:25,Card payment,Hell Razor,✂️,General,-30.00,GBP,-30.00,GBP,,132 West End Lane,,HELL RAZOR             LONDON        GBR,,-30.00,
tx_0000B2QYeOI3D1TWj3WON0,19/01/2026,01:28:00,Pot transfer,Money Pot,,Transfers,20.00,GBP,20.00,GBP,,,,,,,20.00
tx_0000B2S3pi2PQ4dc1UTkUk,19/01/2026,18:52:07,Card payment,Tesco,🍏 ,Groceries,-4.70,GBP,-4.70,GBP,,23-27 Heath Street,,TESCO STORES 5711      LONDON        GBR,,-4.70,
tx_0000B2SdNPUWNWlPSjdvoi,20/01/2026,01:30:23,Pot transfer,Money Pot,,Transfers,20.00,GBP,20.00,GBP,,,,,,,20.00
tx_0000B2TQYKRiN9MjltHZkB,20/01/2026,10:41:24,Card payment,Transport for London,🚆,Transport,-7.00,GBP,-7.00,GBP,"Travel charge for Monday, 19 Jan",50 Victoria Street,,TFL TRAVEL CH\VICTORIA STREET\TFL.GOV.UK/CP\SW1H 0TL     GBR,,-7.00,
tx_0000B2TUrMCwRiIURuFEZf,20/01/2026,11:29:40,Card payment,Tesco,🍏 ,Groceries,-0.27,GBP,-0.27,GBP,,SHELTON STREET EXP,,TESCO STORES 4850      LONDON        GBR,,-0.27,
tx_0000B2TjVUQAj8Fl1eJ4j3,20/01/2026,14:13:47,Card payment,Prep Kitchen,🍎,Groceries,-38.70,GBP,-38.70,GBP,,Court Lodge Farm Dale Road  Southfleet,,Prep Kitchen           GRAVESEND     GBR,,-38.70,
tx_0000B2Ui7qSrDH67U4qELK,21/01/2026,01:33:01,Pot transfer,Money Pot,,Transfers,20.00,GBP,20.00,GBP,,,,,,,20.00
tx_0000B2VUJWous54uzI1VbR,21/01/2026,10:32:58,Card payment,Transport for London,🚆,Transport,-7.00,GBP,-7.00,GBP,"Travel charge for Tuesday, 20 Jan",50 Victoria Street,,TFL TRAVEL CH\VICTORIA STREET\TFL.GOV.UK/CP\SW1H 0TL     GBR,,-7.00,
tx_0000B2WnAIDJtucLIjoxJy,22/01/2026,01:38:55,Pot transfer,Money Pot,,Transfers,20.00,GBP,20.00,GBP,,,,,,,20.00
tx_0000B2X5TDs24UgoezOSX4,22/01/2026,05:04:01,Card payment,Transport for London,🚆,Transport,-7.00,GBP,-7.00,GBP,"Travel charge for Wednesday, 21 Jan","Windsor House, 42-50 Victoria Street",,TfL Travel Charge      TFL.gov.uk/CP GBR,,-7.00,
tx_0000B2Xr091zmSGEZ9WeJO,22/01/2026,13:56:36,Card payment,Break Point Partnershi,🍎,Groceries,-3.49,GBP,-3.49,GBP,,77 The Strand,,BREAK POINT PARTNERSHI LONDON        GBR,,-3.49,
tx_0000B2YALc6amFTLqfNIF1,22/01/2026,17:33:23,Card payment,Tesco,🍏 ,Groceries,-5.75,GBP,-5.75,GBP,,23-27 Heath Street,,TESCO STORES 5711      LONDON        GBR,,-5.75,
tx_0000B2YphiRC0jacPhIKPa,23/01/2026,01:16:47,Faster payment,Darktrace Holdings Ltd,,Income,3746.68,GBP,3746.68,GBP,00010036190,,,00010036190,,,3746.68
tx_0000B2YqriLXIwLl8JKlUo,23/01/2026,01:29:48,Pot transfer,Money Pot,,Transfers,20.00,GBP,20.00,GBP,,,,,,,20.00
tx_0000B2ZVbTN9J1rdxJyYkd,23/01/2026,09:06:16,Pot transfer,Rent Pot,,Transfers,-1346.00,GBP,-1346.00,GBP,,,,,,-1346.00,
tx_0000B2ZVcAPRIOn2dm3vL0,23/01/2026,09:06:23,Pot transfer,Rent Pot,,Transfers,-3.00,GBP,-3.00,GBP,,,,,,-3.00,
tx_0000B2ZVdITQnXTLMlTZQX,23/01/2026,09:06:36,Pot transfer,Gym Pot,,Transfers,-96.00,GBP,-96.00,GBP,,,,,,-96.00,
tx_0000B2ZVeb6X10zOMgCTVC,23/01/2026,09:06:50,Pot transfer,Investments Pot,,Transfers,-1000.00,GBP,-1000.00,GBP,,,,,,-1000.00,
tx_0000B2ZVfkjIiKTxa04OGX,23/01/2026,09:07:02,Pot transfer,My Bills Pot,,Transfers,-160.83,GBP,-160.83,GBP,,,,,,-160.83,
tx_0000B2ZVnn45un1B8hd1ok,23/01/2026,09:08:29,Pot transfer,Money Pot,,Transfers,-560.00,GBP,-560.00,GBP,,,,,,-560.00,
tx_0000B2ZVoiCvSdapNp2jHn,23/01/2026,09:08:39,Pot transfer,Food  Pot,,Transfers,-200.00,GBP,-200.00,GBP,,,,,,-200.00,
tx_0000B2ZVtLIs2rL9LoBDSU,23/01/2026,09:09:29,Faster payment,James Angel,,Transfers,-227.00,GBP,-227.00,GBP,Sent from Monzo,,,Sent from Monzo,,-227.00,
tx_0000B2ZWM7SSbJ8LqCvjyD,23/01/2026,09:14:42,Card payment,Steam,🎮,Entertainment,-8.44,GBP,-8.44,GBP,,Rodingsmarkt 9,,Steam Purchase         Hamburg       DEU,,-8.44,
tx_0000B2Ze2j7bepy0ZQvND8,23/01/2026,10:40:50,Card payment,Transport for London,🚆,Transport,-7.00,GBP,-7.00,GBP,"Travel charge for Thursday, 22 Jan",50 Victoria Street,,TFL TRAVEL CH\VICTORIA STREET\TFL.GOV.UK/CP\SW1H 0TL     GBR,,-7.00,
tx_0000B2ZiY8hN0t4ja2rKQm,23/01/2026,11:31:20,Card payment,West Nine Food & Wine,🍎,Groceries,-2.49,GBP,-2.49,GBP,,124 West End Lane,,WEST NINE FOOD AND WIN LONDON        GBR,,-2.49,
tx_0000B2ZrvqS9OsvfrWfwY5,23/01/2026,13:16:28,Card payment,Sainsbury’s,🍏,Groceries,-30.29,GBP,-30.29,GBP,,255 Finchley Road,,SAINSBURYS PLC         LONDON        GBR,,-30.29,
tx_0000B2avfvRPgGXsMFCVVq,24/01/2026,01:33:07,Pot transfer,Money Pot,,Transfers,20.00,GBP,20.00,GBP,,,,,,,20.00
tx_0000B2c41LesOX8uTAbTiD,24/01/2026,14:41:20,Card payment,Mulltirush,🍻,Groceries,-9.99,GBP,-9.99,GBP,,4 Bramlands Close,,SumUp  *mulltirush     London        GBR,,-9.99,
tx_0000B2cShwkjGbPJLZFQ13,24/01/2026,19:17:57,Card payment,Tesco,🍏 ,Groceries,-12.50,GBP,-12.50,GBP,,27 Falcon Road,,TESCO STORES 2409      LONDON        GBR,,-12.50,
tx_0000B2cjJ0T218yTPs7LpF,24/01/2026,22:23:56,Card payment,The Northcote,🍸,Eating out,-28.60,GBP,-28.60,GBP,,2 Northcote Road,,Northcote              London        GBR,,-28.60,
tx_0000B2clxgKC0mU42oAXOW,24/01/2026,22:53:42,Card payment,The Northcote,🍸,Eating out,-13.00,GBP,-13.00,GBP,,2 Northcote Road,,Northcote              London        GBR,,-13.00,
tx_0000B2d0bxRNC3GVI6XzLW,25/01/2026,01:37:51,Pot transfer,Money Pot,,Transfers,20.00,GBP,20.00,GBP,,,,,,,20.00
tx_0000B2dkskjgHJMJH0m8qj,25/01/2026,10:16:19,Card payment,Transport for London,🚆,Transport,-4.00,GBP,-4.00,GBP,"Travel charge for Saturday, 24 Jan",50 Victoria Street,,TFL TRAVEL CH\VICTORIA STREET\TFL.GOV.UK/CP\SW1H 0TL     GBR,,-4.00,
tx_0000B2f3s5sCIUjoIfWo7u,26/01/2026,01:23:48,Pot transfer,Money Pot,,Transfers,20.00,GBP,20.00,GBP,,,,,,,20.00
tx_0000B2fqKx8kdmczZ7S3dJ,26/01/2026,10:26:51,Card payment,Transport for London,🚆,Transport,-3.10,GBP,-3.10,GBP,"Travel charge for Saturday, 24 Jan",50 Victoria Street,,TFL TRAVEL CH\VICTORIA STREET\TFL.GOV.UK/CP\SW1H 0TL     GBR,,-3.10,
tx_0000B2gWspi2yEF7lE6I2j,26/01/2026,18:23:35,Card payment,Tesco,🍏 ,Groceries,-8.00,GBP,-8.00,GBP,,23-27 Heath Street,,TESCO STORES 5711      LONDON        GBR,,-8.00,
tx_0000B2h8zeBg0LEqpzyqJA,27/01/2026,01:30:37,Pot transfer,Money Pot,,Transfers,20.00,GBP,20.00,GBP,,,,,,,20.00
tx_0000B2hPLN3JzRNFU8o3pj,27/01/2026,04:33:49,Card payment,Transport for London,🚆,Transport,-7.00,GBP,-7.00,GBP,"Travel charge for Monday, 26 Jan","Windsor House, 42-50 Victoria Street",,TfL Travel Charge      TFL.gov.uk/CP GBR,,-7.00,
tx_0000B2iIWrc6CUdyfF8rjv,27/01/2026,14:52:10,Card payment,Prep Kitchen,🍎,Groceries,-44.75,GBP,-44.75,GBP,,Court Lodge Farm Dale Road  Southfleet,,Prep Kitchen           GRAVESEND     GBR,,-44.75,
tx_0000B2iKUrfVE1h9Q8S3Jx,27/01/2026,15:14:13,Pot transfer,Food  Pot,,Transfers,50.00,GBP,50.00,GBP,,,,,,,50.00
tx_0000B2iSg1Sxw9ATDrq2RV,27/01/2026,16:45:53,Card payment,Formnutrition.com,🍎,Shopping,-43.20,GBP,-43.20,GBP,,Great Western Studios65 Alfred Road,,FORMNUTRITION.COM      LONDON        GBR,,-43.20,
tx_0000B2ibHJvv2UzfY9xRtE,27/01/2026,18:22:15,Card payment,Londis,🛒,Groceries,-11.96,GBP,-11.96,GBP,,33 Mill Lane,,LONDIS                  GREAT BRITAI GBR,,-11.96,
tx_0000B2jDObqqcBAyxuJevE,28/01/2026,01:29:22,Pot transfer,Money Pot,,Transfers,20.00,GBP,20.00,GBP,,,,,,,20.00
tx_0000B2kQ5mhZXg73mzPpar,28/01/2026,15:26:20,Card payment,Transport for London,🚆,Transport,-7.00,GBP,-7.00,GBP,"Travel charge for Tuesday, 27 Jan",50 Victoria Street,,TFL TRAVEL CH\VICTORIA STREET\TFL.GOV.UK/CP\SW1H 0TL     GBR,,-7.00,
tx_0000B2lHylIBmMPintWEKa,29/01/2026,01:30:08,Pot transfer,Money Pot,,Transfers,20.00,GBP,20.00,GBP,,,,,,,20.00
tx_0000B2lrFx2eqQmSl4H2XZ,29/01/2026,08:05:25,Card payment,M&S,🛍 ,Shopping,-6.45,GBP,-6.45,GBP,,King's Boulevard,,M&S SIMPLY FOOD - SSP  ST PANCRAS MA GBR,,-6.45,
tx_0000B2lsk1A8BlDqEKA3ww,29/01/2026,08:22:04,Card payment,Caffè Nero,☕,Eating out,-4.10,GBP,-4.10,GBP,,Kings Cross Station,,CAFFE NERO 541 KINGS C LONDON        GBR,,-4.10,
tx_0000B2lvvH6nXbOEJGSGEV,29/01/2026,08:57:43,Card payment,Trainline,🚄,Transport,-22.29,GBP,-22.29,GBP,,120 Holborn,,TRAINLINE              LONDON        GBR,,-22.29,
tx_0000B2mhymBzE0LjYrFGE6,29/01/2026,17:56:11,Card payment,Trainline,🚄,Transport,-21.20,GBP,-21.20,GBP,,120 Holborn,,TRAINLINE              LONDON        GBR,,-21.20,
tx_0000B2nLx7m00rPAKIR4g2,30/01/2026,01:24:05,Pot transfer,Money Pot,,Transfers,20.00,GBP,20.00,GBP,,,,,,,20.00
tx_0000B2nUuRa4oLg3LOuFal,30/01/2026,03:04:27,Direct Debit,O2,,Bills,-23.68,GBP,-23.68,GBP,D20535255,,,D20535255,,-23.68,
tx_0000B2nVKFdbpzVxZufDNZ,30/01/2026,03:09:07,Pot transfer,Gym Pot,,Transfers,96.00,GBP,96.00,GBP,,,,,,,96.00
tx_0000B2nVKFturMTwyMTGmf,30/01/2026,03:09:07,Direct Debit,Virgin Active,,Entertainment,-96.00,GBP,-96.00,GBP,006800150823010016,,,006800150823010016,,-96.00,
tx_0000B2oEuxivttrDqa5p7h,30/01/2026,11:39:58,Card payment,Sainsbury’s,🍏,Groceries,-0.18,GBP,-0.18,GBP,,255 Finchley Road,,SAINSBURYS PLC         LONDON        GBR,,-0.18,
tx_0000B2oNExFgADGgNp0Dre,30/01/2026,13:13:14,Card payment,Sainsbury’s,🍏,Groceries,-3.95,GBP,-3.95,GBP,,255 Finchley Road,,SAINSBURYS PLC         LONDON        GBR,,-3.95,
tx_0000B2oTuKMZk12wl28l7J,30/01/2026,14:27:56,Card payment,Transport for London,🚆,Transport,-6.40,GBP,-6.40,GBP,"Travel charge for Thursday, 29 Jan",50 Victoria Street,,TFL TRAVEL CH\VICTORIA STREET\TFL.GOV.UK/CP\SW1H 0TL     GBR,,-6.40,
tx_0000B2olClkgLa9x2NzjeL,30/01/2026,17:41:45,Card payment,West Nine Food & Wine,🍎,Groceries,-2.49,GBP,-2.49,GBP,,124 West End Lane,,WEST NINE FOOD AND WIN LONDON        GBR,,-2.49,
tx_0000B2olYk7T65pwVsRAHJ,30/01/2026,17:45:43,Card payment,Tesco,🍏 ,Groceries,-4.00,GBP,-4.00,GBP,,23-27 Heath Street,,TESCO STORES 5711      LONDON        GBR,,-4.00,
tx_0000B2pRWV9004vQI4iUzb,31/01/2026,01:35:56,Pot transfer,Money Pot,,Transfers,20.00,GBP,20.00,GBP,,,,,,,20.00
tx_0000B2qNM1b0ndnydcPrrW,31/01/2026,12:23:56,Card payment,Sainsbury’s,🍏,Groceries,-0.16,GBP,-0.16,GBP,,255 Finchley Road,,SAINSBURYS PLC         LONDON        GBR,,-0.16,
tx_0000B2qQmDo0KKaDpeQDgI,31/01/2026,13:02:16,Faster payment,MICHAEL DEGROOT,,Income,960.00,GBP,960.00,GBP,R22b rent,,,R22b rent,,,960.00
tx_0000B2qQoelP4JDy1JMm5h,31/01/2026,13:02:43,Pot transfer,Rent Pot,,Transfers,-960.00,GBP,-960.00,GBP,,,,,,-960.00,
tx_0000B2qYlUY7O6nHUmuXLd,31/01/2026,14:31:47,Card payment,Waterstones,📚,Entertainment,-9.99,GBP,-9.99,GBP,,255 Finchley Road,,WATERSTONES            LONDON        GBR,,-9.99,
tx_0000B2qaGGXdcO1x0AeyMT,31/01/2026,14:48:33,Card payment,Sainsbury’s,🍏,Groceries,-30.77,GBP,-30.77,GBP,,255 Finchley Road,,SAINSBURYS - FINCHLEY  LONDON        GBR,,-30.77,
tx_0000B2qazuNCN6wkr8FXVM,31/01/2026,14:56:48,Card payment,West Nine Food & Wine,🍎,Groceries,-2.49,GBP,-2.49,GBP,,124 West End Lane,,WEST NINE FOOD AND WIN LONDON        GBR,,-2.49,
tx_0000B2qt2FWUVSTuuy9ZMf,31/01/2026,18:18:55,Card payment,The Tiffin Tin,🍽,Eating out,-18.45,GBP,-18.45,GBP,,,,thetiffintin.com       London        GBR,,-18.45,
tx_0000B2qutov1jiwZTMC8aB,31/01/2026,18:39:48,Bank transfer,Joseph Buckett,,Income,1158.00,GBP,1158.00,GBP,Rent,,,Rent,,,1158.00
tx_0000B2qwyfyScTpuDkAVP9,31/01/2026,19:03:05,Pot transfer,Rent Pot,,Transfers,-1158.00,GBP,-1158.00,GBP,,,,,,-1158.00,
